,index,Dates,Confirmed,Deaths,Recovered,Active
625,625,10/8/21,237836145,4840867,0,232995278
626,626,10/9/21,238183574,4845772,0,233337802
627,627,10/10/21,238505960,4850467,0,233655493
628,628,10/11/21,238880623,4856203,0,234024420
629,629,10/12/21,239319026,4864265,0,234454761
630,630,10/13/21,239776140,4873172,0,234902968
631,631,10/14/21,240229685,4881124,0,235348561
632,632,10/15/21,240688497,4888321,0,235800176
633,633,10/16/21,241039295,4893684,0,236145611
634,634,10/17/21,241359449,4897972,0,236461477
635,635,10/18/21,241769634,4904382,0,236865252
636,636,10/19/21,242201859,4912436,0,237289423
637,637,10/20/21,242678090,4921118,0,237756972
638,638,10/21/21,243140530,4928783,0,238211747
639,639,10/22/21,243633408,4936965,0,238696443
640,640,10/23/21,244016934,4942854,0,239074080
641,641,10/24/21,244337779,4947389,0,239390390
642,642,10/25/21,244763998,4954084,0,239809914
643,643,10/26/21,245190139,4961869,0,240228270
644,644,10/27/21,245704825,4971012,0,240733813
645,645,10/28/21,246188017,4979903,0,241208114
646,646,10/29/21,246684139,4987700,0,241696439
647,647,10/30/21,247078222,4993769,0,242084453
648,648,10/31/21,247441767,4998285,0,242443482
649,649,11/1/21,247862920,5004510,0,242858410
650,650,11/2/21,248267006,5011667,0,243255339
651,651,11/3/21,248791438,5020107,0,243771331
652,652,11/4/21,249311350,5027715,0,244283635
653,653,11/5/21,249835636,5036335,0,244799301
654,654,11/6/21,250273078,5043089,0,245229989
655,655,11/7/21,250633842,5047595,0,245586247
656,656,11/8/21,251104876,5054167,0,246050709
657,657,11/9/21,251572212,5062269,0,246509943
658,658,11/10/21,252149342,5070549,0,247078793
659,659,11/11/21,252670165,5078232,0,247591933
660,660,11/12/21,253268037,5087256,0,248180781
661,661,11/13/21,253709081,5093716,0,248615365
662,662,11/14/21,254087581,5098360,0,248989221
663,663,11/15/21,254614044,5105060,0,249508984
664,664,11/16/21,255119517,5112747,0,250006770
665,665,11/17/21,255738335,5121948,0,250616387
666,666,11/18/21,256359847,5130331,0,251229516
667,667,11/19/21,256975990,5138337,0,251837653
668,668,11/20/21,257476324,5144580,0,252331744
669,669,11/21/21,257896986,5149155,0,252747831
670,670,11/22/21,258498554,5156200,0,253342354
671,671,11/23/21,259088852,5164236,0,253924616
672,672,11/24/21,259749884,5172859,0,254577025
673,673,11/25/21,260348299,5180694,0,255167605
674,674,11/26/21,260958599,5187577,0,255771022
675,675,11/27/21,261442065,5193735,0,256248330
676,676,11/28/21,261872538,5198576,0,256673962
677,677,11/29/21,262503420,5206012,0,257297408
678,678,11/30/21,263103645,5214056,0,257889589
679,679,12/1/21,263808468,5223383,0,258585085
680,680,12/2/21,264514488,5233540,0,259280948
681,681,12/3/21,265243883,5242089,0,260001794
682,682,12/4/21,265779078,5247902,0,260531176
683,683,12/5/21,266238437,5255304,0,260983133
684,684,12/6/21,266837429,5262147,0,261575282
685,685,12/7/21,267477763,5269989,0,262207774
686,686,12/8/21,268190817,5278300,0,262912517
687,687,12/9/21,268888112,5286857,0,263601255
688,688,12/10/21,269581681,5294919,0,264286762
689,689,12/11/21,270102324,5301281,0,264801043
690,690,12/12/21,270558043,5305860,0,265252183
691,691,12/13/21,271168710,5312101,0,265856609
692,692,12/14/21,271806894,5319901,0,266486993
693,693,12/15/21,272546315,5328986,0,267217329
694,694,12/16/21,273288993,5336391,0,267952602
695,695,12/17/21,274056536,5343670,0,268712866
696,696,12/18/21,274626785,5349726,0,269277059
697,697,12/19/21,275139174,5354143,0,269785031
698,698,12/20/21,275875711,5360758,0,270514953
699,699,12/21/21,276632108,5368427,0,271263681
700,700,12/22/21,277542634,5378806,0,272163828
701,701,12/23/21,278549376,5386056,0,273163320
702,702,12/24/21,279441193,5392165,0,274049028
703,703,12/25/21,280143319,5396508,0,274746811
704,704,12/26/21,280723393,5400281,0,275323112
705,705,12/27/21,281991603,5406605,0,276584998
706,706,12/28/21,283318116,5414183,0,277903933
707,707,12/29/21,285014479,5422055,0,279592424
708,708,12/30/21,286956955,5429637,0,281527318
709,709,12/31/21,288702835,5436375,0,283266460
710,710,1/1/22,289928426,5440814,0,284487612
711,711,1/2/22,290848432,5444096,0,285404336
712,712,1/3/22,293207682,5449830,0,287757852
713,713,1/4/22,295707725,5457789,0,290249936
714,714,1/5/22,298281861,5465712,0,292816149
715,715,1/6/22,300939892,5473342,0,295466550
716,716,1/7/22,303883741,5480590,0,298403151
717,717,1/8/22,306062787,5486141,0,300576646
718,718,1/9/22,308098854,5490145,0,302608709
719,719,1/10/22,311287131,5496563,0,305790568
720,720,1/11/22,314319142,5505820,0,308813322
721,721,1/12/22,317772181,5515022,0,312257159
722,722,1/13/22,320954185,5523351,0,315430834
723,723,1/14/22,324270158,5531346,0,318738812
724,724,1/15/22,326767043,5537753,0,321229290
725,725,1/16/22,328944993,5542125,0,323402868
726,726,1/17/22,331606278,5548218,0,326058060
727,727,1/18/22,335367010,5557507,0,329809503
728,728,1/19/22,339456144,5567564,0,333888580
729,729,1/20/22,343161747,5577254,0,337584493
730,730,1/21/22,346997530,5587212,0,341410318
731,731,1/22/22,349786644,5593460,0,344193184
732,732,1/23/22,352243303,5598483,0,346644820
733,733,1/24/22,355665815,5606984,0,350058831
734,734,1/25/22,359316907,5617706,0,353699201
735,735,1/26/22,362979281,5628307,0,357350974
736,736,1/27/22,366735676,5638846,0,361096830
737,737,1/28/22,370355753,5651087,0,364704666
738,738,1/29/22,373096794,5659135,0,367437659
739,739,1/30/22,375413439,5664801,0,369748638
740,740,1/31/22,378900166,5674523,0,373225643
741,741,2/1/22,382060694,5688529,0,376372165
742,742,2/2/22,385249271,5700699,0,379548572
743,743,2/3/22,388421966,5712403,0,382709563
744,744,2/4/22,391366694,5725544,0,385641150
745,745,2/5/22,393666535,5733932,0,387932603
746,746,2/6/22,395538548,5739806,0,389798742
747,747,2/7/22,398134684,5750657,0,392384027
748,748,2/8/22,400759470,5763702,0,394995768
749,749,2/9/22,403198152,5776993,0,397421159
750,750,2/10/22,405978131,5788755,0,400189376
751,751,2/11/22,408399802,5800944,0,402598858
752,752,2/12/22,410319206,5809774,0,404509432
753,753,2/13/22,411836692,5814983,0,406021709
754,754,2/14/22,413536164,5825850,0,407710314
755,755,2/15/22,415415714,5836565,0,409579149
756,756,2/16/22,417653196,5849544,0,411803652
757,757,2/17/22,419710177,5861931,0,413848246
758,758,2/18/22,421689411,5872576,0,415816835
759,759,2/19/22,423317969,5881088,0,417436881
760,760,2/20/22,424643232,5886484,0,418756748
761,761,2/21/22,426039166,5893659,0,420145507
762,762,2/22/22,427751240,5903813,0,421847427
763,763,2/23/22,429678273,5915827,0,423762446
764,764,2/24/22,431446387,5926599,0,425519788
765,765,2/25/22,433083180,5935445,0,427147735
766,766,2/26/22,434512327,5941967,0,428570360
767,767,2/27/22,435659185,5946459,0,429712726
768,768,2/28/22,437017973,5954073,0,431063900
769,769,3/1/22,438641722,5962251,0,432679471
770,770,3/2/22,440302204,5970241,0,434331963
771,771,3/3/22,442058477,5978417,0,436080060
772,772,3/4/22,443812317,5986993,0,437825324
773,773,3/5/22,445281980,5992675,0,439289305
774,774,3/6/22,446494331,5996753,0,440497578
775,775,3/7/22,447917165,6004279,0,441912886
776,776,3/8/22,449667959,6011548,0,443656411
777,777,3/9/22,451507297,6019345,0,445487952
778,778,3/10/22,453368195,6026868,0,447341327
779,779,3/11/22,455218618,6033347,0,449185271
780,780,3/12/22,456966977,6038062,0,450928915
781,781,3/13/22,458248300,6041414,0,452206886
782,782,3/14/22,459877672,6046687,0,453830985
783,783,3/15/22,461680171,6052006,0,455628165
784,784,3/16/22,463903611,6058799,0,457844812
785,785,3/17/22,465956524,6065878,0,459890646
786,786,3/18/22,467870252,6071304,0,461798948
787,787,3/19/22,469579352,6075148,0,463504204
788,788,3/20/22,470649494,6078218,0,464571276
789,789,3/21/22,472120128,6094538,0,466025590
790,790,3/22/22,474095558,6099447,0,467996111
791,791,3/23/22,475868521,6105297,0,469763224
792,792,3/24/22,477619902,6110562,0,471509340
793,793,3/25/22,479461014,6119534,0,473341480
794,794,3/26/22,480817550,6122464,0,474695086
795,795,3/27/22,481729528,6124832,0,475604696
796,796,3/28/22,483222272,6128871,0,477093401
797,797,3/29/22,484971131,6133646,0,478837485
798,798,3/30/22,486563562,6138631,0,480424931
799,799,3/31/22,488409790,6143436,0,482266354
800,800,4/1/22,489574679,6147979,0,483426700
801,801,4/2/22,490623331,6150643,0,484472688
802,802,4/3/22,491412565,6152312,0,485260253
803,803,4/4/22,492318116,6155370,0,486162746
804,804,4/5/22,493676903,6159622,0,487517281
805,805,4/6/22,495130948,6167103,0,488963845
806,806,4/7/22,496347095,6171234,0,490175861
807,807,4/8/22,497527942,6175346,0,491352596
808,808,4/9/22,498300082,6177518,0,492122564
809,809,4/10/22,498868733,6179001,0,492689732
810,810,4/11/22,499840693,6181964,0,493658729
811,811,4/12/22,500920173,6185320,0,494734853
812,812,4/13/22,501974233,6189865,0,495784368
813,813,4/14/22,502943802,6193518,0,496750284
814,814,4/15/22,503654697,6195786,0,497458911
815,815,4/16/22,504209851,6197308,0,498012543
816,816,4/17/22,504632031,6198615,0,498433416
817,817,4/18/22,505109828,6200042,0,498909786
818,818,4/19/22,506095628,6203453,0,499892175
819,819,4/20/22,507059974,6207966,0,500852008
820,820,4/21/22,507971011,6212044,0,501758967
821,821,4/22/22,508770401,6215926,0,502554475
822,822,4/23/22,509287453,6217351,0,503070102
823,823,4/24/22,509666877,6218329,0,503448548
824,824,4/25/22,510254054,6220743,0,504033311
825,825,4/26/22,510906885,6225081,0,504681804
826,826,4/27/22,511752293,6228640,0,505523653
827,827,4/28/22,512478836,6231529,0,506247307
828,828,4/29/22,513152572,6234273,0,506918299
829,829,4/30/22,513514245,6235597,0,507278648
830,830,5/1/22,513809356,6236502,0,507572854
831,831,5/2/22,514284377,6238277,0,508046100
832,832,5/3/22,514977349,6240893,0,508736456
833,833,5/4/22,515596175,6244865,0,509351310
834,834,5/5/22,516186233,6247520,0,509938713
835,835,5/6/22,516814325,6249827,0,510564498
836,836,5/7/22,517160280,6250865,0,510909415
837,837,5/8/22,517423836,6251567,0,511172269
838,838,5/9/22,518057442,6253280,0,511804162
839,839,5/10/22,518788915,6255765,0,512533150
840,840,5/11/22,519482924,6258356,0,513224568
